"","region_1","country","variety","points"
"71088","Montefalco Rosso","Italy","Red Blend",86.3626350783786
"71091","Bardolino","Italy","Red Blend",94.6346066973996
"71123","Trentino","Italy","Chardonnay",100.00876465436
"71129","Delle Venezie","Italy","Pinot Grigio",93.6747806951147
"71133","Alto Adige","Italy","Rosé",98.1939410113054
"71136","Alto Adige","Italy","Pinot Grigio",98.3753439626023
"71140","Verdicchio dei Castelli di Jesi","Italy","Verdicchio",85.8174767656164
"71160","Veneto","Italy","Merlot",88.8877778971635
"71198","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",96.9372422930118
"71231","Prosecco","Italy","Glera",94.6894398688075
"71239","Prosecco","Italy","Glera",97.824763337565
"71241","Valdobbiadene Prosecco Superiore","Italy","Glera",90.2828226744482
"71244","Prosecco","Italy","Glera",87.3486626526122
"71247","Prosecco Treviso","Italy","Glera",91.0933620676418
"71248","Prosecco Treviso","Italy","Glera",86.9926894811554
"71440","Alto Adige","Italy","Schiava",84.8647831857466
"71441","Trentino","Italy","Pinot Grigio",94.3088068627195
"71444","Alto Adige","Italy","Pinot Nero",100.014246585599
"71453","Soave Classico","Italy","Garganega",96.1028739656817
"71459","Vigneti delle Dolomiti","Italy","Pinot Nero",88.7053030002073
"71460","Vigneti delle Dolomiti","Italy","Pinot Grigio",96.4298745970524
"71461","Vigneti delle Dolomiti","Italy","Sauvignon Blanc",92.8374943199426
"71465","Campi Flegrei","Italy","Falanghina",86.9207931526722
"71517","Castel del Monte","Italy","Red Blend",89.349592016868
"71518","Castel del Monte","Italy","Nero di Troia",89.2917586594817
"71520","Valpolicella Classico Superiore","Italy","Red Blend",93.7190735675293
"71521","Valpolicella Classico Superiore","Italy","Corvina, Rondinella, Molinara",97.3106763547876
"71558","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",86.5296028100422
"71560","Montepulciano d'Abruzzo","Italy","Montepulciano",86.7632302750038
"71561","Rosso Piceno","Italy","Red Blend",87.3028866676849
"71567","Rosso Piceno","Italy","Red Blend",93.6160002158124
"71633","Terre Siciliane","Italy","Inzolia",96.137769913074
"71671","Venezia Giulia","Italy","White Blend",89.9658591887184
"71677","Colli Orientali del Friuli","Italy","White Blend",94.7644322874531
"71687","Collio","Italy","Pinot Grigio",86.0468989984618
"71715","Rosso di Montepulciano","Italy","Red Blend",96.2423736780489
"71755","Vernaccia di San Gimignano","Italy","Vernaccia",103.717981616349
"71756","Romagna","Italy","Sangiovese",87.7946314160177
"71770","Carmignano","Italy","Red Blend",96.6180182242491
"71796","Collio","Italy","Sauvignon",105.398570024565
"71837","Greco di Tufo","Italy","Greco",97.5364829549805
"71885","Montepulciano d'Abruzzo","Italy","Montepulciano",90.1663638465416
"71897","Sicilia","Italy","Nerello Mascalese",89.8624785242549
"71929","Chianti Rufina","Italy","Red Blend",94.3711508042719
"71940","Rosso di Montepulciano","Italy","Sangiovese",86.4107998437302
"71949","Rosso di Montepulciano","Italy","Red Blend",102.611504391106
"71984","Chianti Classico","Italy","Red Blend",91.2171748264028
"72021","Chianti Montalbano","Italy","Sangiovese",94.76852975983
"72022","Chianti Classico","Italy","Red Blend",89.906868367895
"72043","Alto Adige","Italy","Schiava",87.0852956812809
"72046","Alto Adige","Italy","Pinot Nero",90.0989454737638
"72051","Soave Classico","Italy","Garganega",89.430131739002
"72059","Alto Adige","Italy","Schiava",90.3444706964057
"72060","Trentino","Italy","Pinot Grigio",93.777973312361
"72078","Prosecco","Italy","Glera",94.843245636345
"72100","Alto Adige","Italy","Pinot Bianco",92.3984433016826
"72108","Terra degli Osci","Italy","Sangiovese",86.3992535841754
"72109","Salento","Italy","Primitivo",92.6375326068986
"72116","Castel del Monte","Italy","White Blend",87.9128242565834
"72122","Taburno","Italy","Greco",87.6834235647034
"72123","Fiano di Avellino","Italy","Fiano",89.0522142050708
"72128","Campania","Italy","Greco",88.9544595894369
"72129","Salento","Italy","White Blend",90.0801277500518
"72136","Chianti Classico","Italy","Sangiovese",98.265861428954
"72162","Rosso di Montepulciano","Italy","Red Blend",90.9052869333757
"72180","Morellino di Scansano","Italy","Sangiovese",89.4535097249691
"72203","Valdobbiadene Prosecco Superiore","Italy","Glera",89.7152887071325
"72275","Rosso di Montalcino","Italy","Sangiovese",88.8660325277213
"72281","Rosso di Montepulciano","Italy","Red Blend",99.1894056837153
"72290","Nebbiolo d'Alba","Italy","Nebbiolo",93.880594670466
"72294","Toscana","Italy","Cabernet Sauvignon",97.2741045132978
"72342","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",86.1733492586507
"72347","Rosso Piceno Superiore","Italy","Red Blend",88.8488346276842
"72461","Valpolicella","Italy","Red Blend",92.4456220541836
"72468","Prosecco","Italy","Glera",96.2003919485693
"72469","Veneto","Italy","Sparkling Blend",93.8601822071309
"72472","Prosecco","Italy","Glera",92.3847903928517
"72475","Prosecco Treviso","Italy","Glera",92.511748095435
"72476","Asolo Prosecco Superiore","Italy","Glera",88.8178118696482
"72479","Delle Venezie","Italy","Pinot Grigio",91.9479371655903
"72480","Venezia","Italy","Pinot Grigio",89.4361683528946
"72488","Prosecco","Italy","Glera",93.2627332942823
"72491","Veneto","Italy","Pinot Grigio",92.2855433908014
"72492","Delle Venezie","Italy","Pinot Grigio",95.2032370533812
"72508","Trentino","Italy","Teroldego Rotaliano",91.8335424967602
"72509","Venezie","Italy","Sauvignon",101.055608395778
"72514","Soave Classico","Italy","Garganega",95.6801635393067
"72532","Alto Adige","Italy","Pinot Nero",89.5430021680222
"72535","Alto Adige","Italy","Pinot Bianco",93.4931543927237
"72543","Venezia Giulia","Italy","Pinot Grigio",88.8348949430022
"72785","Toscana","Italy","Vermentino",96.3256112012117
"72788","Morellino di Scansano","Italy","Sangiovese",100.974852216789
"72794","Maremma Toscana","Italy","Sangiovese",92.1479117863151
"72797","Bolgheri","Italy","Red Blend",91.0998997282289
"72940","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",91.2125803843638
"72960","Rosso di Montepulciano","Italy","Sangiovese",92.8272885017163
"72971","Umbria","Italy","Red Blend",94.2797276679622
"73063","Sicilia","Italy","Nero d'Avola",92.4225420258121
"73089","Cirò","Italy","Gaglioppo",94.7123433809789
"73105","Dolcetto d'Alba","Italy","Dolcetto",88.0208585275322
"73132","Vernaccia di San Gimignano","Italy","Vernaccia",94.8048858429091
"73206","Greco di Tufo","Italy","Greco",88.4777939877488
"73256","Prosecco","Italy","Glera",82.7185723724057
"73268","Moscato d'Asti","Italy","Moscato",94.5972060022015
"73271","Prosecco","Italy","Glera",92.4904265854728
"73278","Roero","Italy","Nebbiolo",86.4545983465757
"73297","Vigneti delle Dolomiti","Italy","Red Blend",88.711928515347
"73355","Toscana","Italy","Vermentino",92.9996744652577
"73374","Toscana","Italy","White Blend",86.6536530120406
"73379","Chianti Classico","Italy","Sangiovese",86.747368145214
"73380","Maremma","Italy","Sangiovese",92.3303119125582
"73414","Toscana","Italy","Red Blend",93.3311416558504
"73415","Toscana","Italy","Sangiovese",94.5720358663617
"73517","Collio","Italy","Pinot Grigio",94.0427175141123
"73557","Alto Adige","Italy","Chardonnay",97.0433688993604
"73567","Vernaccia di San Gimignano","Italy","Vernaccia",79.6468301481816
"73569","Venezia Giulia","Italy","Sauvignon",93.7257923798741
"73571","Veneto","Italy","Manzoni",90.6549970047562
"73574","Toscana","Italy","White Blend",91.6995054750466
"73583","Moscato d'Asti","Italy","Moscato",91.6529564171301
"73584","Orvieto Classico","Italy","White Blend",90.4903210121862
"73588","Veneto","Italy","Pinot Grigio",87.5485642423669
"73589","Maremma","Italy","Vermentino",87.8105429249586
"73590","Venezia Giulia","Italy","Chardonnay",83.9058879379504
"73665","Trento","Italy","Chardonnay",98.2686488916359
"73792","Terre Siciliane","Italy","White Blend",90.5538198364208
"73794","Vittoria","Italy","Insolia",91.7114088638533
"73832","Chianti Rufina","Italy","Red Blend",97.7086008417742
"73834","Chianti Rufina","Italy","Red Blend",102.64598442167
"73846","Chianti","Italy","Red Blend",88.8380966100366
"73847","Chianti","Italy","Sangiovese",89.9432936424266
"73887","Trento","Italy","Champagne Blend",98.3808287692707
"73904","Barbera d'Alba","Italy","Barbera",95.9522732266571
"73915","Valdobbiadene Prosecco Superiore","Italy","Glera",88.9452114741122
"73916","Valdobbiadene Prosecco Superiore","Italy","Glera",94.7700384566136
"74009","Barbera d'Asti","Italy","Barbera",92.8883745155919
"74025","Lambrusco Grasparossa di Castelvetro","Italy","Lambrusco Grasparossa",97.5761299222683
"74149","Morellino di Scansano","Italy","Red Blend",99.5925506229442
"74155","Morellino di Scansano","Italy","Red Blend",90.6210058524275
"74190","Valpolicella Classico Superiore","Italy","Corvina, Rondinella, Molinara",93.4214536510566
"74197","Valpolicella","Italy","Corvina, Rondinella, Molinara",93.9161042830048
"74264","Gavi","Italy","Cortese",91.2490180367738
"74265","Dolcetto d'Alba","Italy","Dolcetto",100.317629160812
"74271","Dolcetto d'Alba","Italy","Dolcetto",95.8289324411336
"74307","Morellino di Scansano","Italy","Sangiovese",92.3926695794942
"74358","Colli Orientali del Friuli","Italy","Pinot Grigio",96.2330166548585
"74360","Delle Venezie","Italy","Pinot Grigio",79.7055623114456
"74401","Alto Adige","Italy","Red Blend",88.4623911412425
"74416","Friuli Grave","Italy","Traminer",98.2547076056869
"74428","Umbria","Italy","Grechetto",99.231470047073
"74429","Gavi","Italy","Cortese",96.0651634594373
"74432","Veneto","Italy","Pinot Grigio",93.9110846620556
"74434","Delle Venezie","Italy","White Blend",90.8463520161827
"74441","Friuli Grave","Italy","Pinot Grigio",95.2323461978469
"74442","Friuli Grave","Italy","Sauvignon",96.6627822915914
"74443","Offida Pecorino","Italy","Pecorino",89.9007578257373
"74444","Alto Adige","Italy","Chardonnay",86.3398985040934
"74450","Colli Orientali del Friuli","Italy","Ribolla Gialla",87.493308750424
"74453","Venezia Giulia","Italy","Pinot Grigio",97.563608225835
"74456","Salento","Italy","Verdeca",95.5176842325212
"74520","Chianti Classico","Italy","Sangiovese",98.1723667355919
"74576","Sicilia","Italy","Syrah",89.9704612406885
"74580","Sicilia","Italy","Cabernet Blend",97.4710559679874
"74618","Sicilia","Italy","Grillo",87.9949724168515
"74635","Soave","Italy","Garganega",82.8847699721488
"74645","Terre Siciliane","Italy","Grillo",87.6333117520476
"74674","Orvieto","Italy","White Blend",92.0107207197777
"74678","Colli Aprutini","Italy","Pinot Grigio",87.0867960693745
"74684","Delle Venezie","Italy","White Blend",97.7112883409484
"74692","Montepulciano d'Abruzzo","Italy","Montepulciano",84.8579061048314
"74705","Marche","Italy","Sangiovese",85.3895015660312
"74723","Valdobbiadene Prosecco Superiore","Italy","Glera",93.3961677110475
"74771","Moscato d'Asti","Italy","Moscato",96.0659085387844
"74782","Moscato d'Asti","Italy","Moscato",92.2525837724526
"74793","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",84.6179732897198
"74920","Chianti Classico","Italy","Red Blend",93.7970858725292
"74927","Friuli Grave","Italy","Pinot Grigio",75.6116941914752
"74929","Friuli Aquileia","Italy","Sauvignon",96.0315312942338
"74930","Venezia Giulia","Italy","Pinot Grigio",89.450724959426
"74937","Vigneti delle Dolomiti","Italy","Pinot Grigio",96.5308331031662
"74938","Colli Orientali del Friuli","Italy","Sauvignon",105.29360204078
"74940","Rosso del Veronese","Italy","Red Blend",97.2057917562589
"74948","Chianti Classico","Italy","Sangiovese",93.9459093778475
"74950","Chianti Classico","Italy","Red Blend",98.3655003536357
"74967","Chianti Montalbano","Italy","Sangiovese",97.5218595041062
"75031","Rosso di Montepulciano","Italy","Red Blend",94.685715861657
"75054","Chianti Classico","Italy","Red Blend",99.9631537137423
"75123","Morellino di Scansano","Italy","Red Blend",96.9099729127456
"75132","Morellino di Scansano","Italy","Sangiovese",95.4702340984559
"75245","Alto Adige","Italy","Sauvignon",91.9974005292904
"75250","Friuli Grave","Italy","Pinot Grigio",95.7317991847919
"75254","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",91.6607833589932
"75259","Verdicchio dei Castelli di Jesi","Italy","Verdicchio",94.8249775825958
"75322","Vermentino di Gallura","Italy","Vermentino",99.2715031721492
"75382","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",87.1986564193421
"75394","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",95.4693515563458
"75402","Colline Novaresi","Italy","Nebbiolo",92.7855426899031
"75440","Trebbiano d'Abruzzo","Italy","Trebbiano",90.3573977983366
"75446","Sicilia","Italy","Nero d'Avola",96.3213210116664
"75484","Maremma Toscana","Italy","Vermentino",90.4275795741402
"75577","Romagna","Italy","Sangiovese",88.3524015258517
"75595","Collio","Italy","Pinot Grigio",98.8227038017693
"75601","Delle Venezie","Italy","Pinot Grigio",90.9187060738975
"75603","Colli Orientali del Friuli","Italy","Sauvignon",95.8843937438202
"75611","Collio","Italy","Sauvignon",88.3896708635317
"75634","Salento","Italy","Primitivo",92.0090975044217
"75635","Sicilia","Italy","Nero d'Avola",95.3427274940398
"75641","Sicilia","Italy","Nero d'Avola",92.0271566350439
"75644","Sicilia","Italy","Syrah",89.5974279573802
"75645","Basilicata","Italy","White Blend",99.6433412077192
"75650","Puglia","Italy","Primitivo",94.8654631386507
"75651","Sicilia","Italy","Nero d'Avola",96.3519309199418
"75656","Sicilia","Italy","Nero d'Avola",85.328702775234
"75657","Sicilia","Italy","White Blend",86.1907962143399
"75659","Sicilia","Italy","White Blend",84.1341240885004
"75701","Soave Classico","Italy","Garganega",96.4355274235596
"75739","Rosso di Montepulciano","Italy","Red Blend",97.3822245520663
"75753","Salento","Italy","Primitivo",89.6889544632467
"75762","Campania","Italy","Coda di Volpe",89.4328777925843
"75771","Rosso di Montepulciano","Italy","Prugnolo Gentile",95.6832817335052
"75786","Morellino di Scansano","Italy","Sangiovese",97.852699636554
"75807","Sicilia","Italy","Nero d'Avola",96.4784761481229
"75887","Moscato d'Asti","Italy","Moscato",94.6873340550078
"75889","Montepulciano d'Abruzzo","Italy","Montepulciano",77.0825715932171
"75891","Moscato d'Asti","Italy","Moscato",97.4327570111138
"75960","Primitivo di Manduria","Italy","Primitivo",96.4156330171577
"75975","Terre di Chieti","Italy","Chardonnay",96.8808826712525
"75980","Rosso Conero","Italy","Montepulciano",89.9110403910929
"75998","Montefalco Rosso","Italy","Red Blend",92.5111329045136
"76046","Sicilia","Italy","Inzolia",86.5218631356317
"76047","Sicilia","Italy","Inzolia",87.2735930686895
"76050","Sicilia","Italy","Nero d'Avola",91.1922891904714
"76052","Sicilia","Italy","White Blend",92.2218576123186
"76054","Sicilia","Italy","Insolia",100.734113587243
"76068","Toscana","Italy","Red Blend",92.6957598853002
"76137","Trentino","Italy","Müller-Thurgau",101.62643389454
"76140","Colli Orientali del Friuli","Italy","Pinot Grigio",102.218312431884
"76141","Trentino","Italy","Riesling",90.6042065980864
"76150","Alto Adige","Italy","Pinot Bianco",93.1913165161677
"76181","Chianti Classico","Italy","Sangiovese",90.485822203299
"76245","Toscana","Italy","Red Blend",93.6565052637281
"76274","Morellino di Scansano","Italy","Red Blend",88.8151448484546
"76275","Morellino di Scansano","Italy","Red Blend",102.939544301151
"76332","Toscana","Italy","Sangiovese",91.5860970220751
"76335","Montefalco Rosso","Italy","Red Blend",91.5634532862905
"76363","Prosecco","Italy","Glera",94.298315330798
"76421","Soave Classico","Italy","Garganega",99.7122508819116
"76422","Soave Classico","Italy","Garganega",90.3152335995631
"76470","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",88.2823091064675
"76532","Moscato d'Asti","Italy","Moscato",89.6306649330659
"76600","Maremma Toscana","Italy","Vermentino",95.528126169412
"76607","Maremma Toscana","Italy","Merlot",88.6258815980493
"76608","Maremma Toscana","Italy","Vermentino",90.545128795195
"76609","Chianti Classico","Italy","Sangiovese",96.5873882369388
"76612","Bolgheri","Italy","Red Blend",95.5020362732329
"76639","Valdobbiadene Prosecco Superiore","Italy","Glera",95.8278200997839
"76696","Cannonau di Sardegna","Italy","Cannonau",98.4757114139202
"76721","Vernaccia di San Gimignano","Italy","Vernaccia",97.8822070168231
"76730","Romagna","Italy","Albana",102.30561754791
"76832","Terre Siciliane","Italy","Red Blend",94.0745444251546
"76856","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",91.582638837712
"76872","Carignano del Sulcis","Italy","Carignano",101.96154915652
"76898","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",94.1601201607041
"76901","Emilia-Romagna","Italy","Red Blend",94.2922359722242
"76902","Soave","Italy","Garganega",89.9927558300813
"76916","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",87.4119643002982
"76917","Moscato d'Asti","Italy","Moscato",88.5763400053398
"76920","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",95.8095261548003
"76921","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",90.8230303570641
"76923","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",87.6538554956005
"76924","Nebbiolo d'Alba","Italy","Nebbiolo",84.8879371245994
"77056","Sicilia","Italy","Syrah",93.7651872845219
"77155","Moscato d'Asti","Italy","Moscato",97.5151988569313
"77293","Terre Siciliane","Italy","White Blend",86.5050426463339
"77378","Rosso di Montalcino","Italy","Sangiovese",96.492837723756
"77421","Sicilia","Italy","White Blend",91.9412013757839
"77438","Emilia-Romagna","Italy","Sparkling Blend",83.8037761034225
"77441","Cerasuolo di Vittoria","Italy","Red Blend",94.7990443385153
"77442","Sicilia","Italy","White Blend",99.4690153376476
"77451","Molise","Italy","Red Blend",91.3089079084495
"77459","Sicilia","Italy","Red Blend",93.7317680514525
"77662","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",101.045737263262
"77673","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",96.4862317054717
"77746","Sicilia","Italy","Nero d'Avola",88.1845992940683
"77855","Puglia","Italy","Sangiovese",87.7493490239868
"77858","Puglia","Italy","Verdeca",90.2864687162746
"77862","Basilicata","Italy","Rosato",82.2916587467918
"77910","Chianti Classico","Italy","Red Blend",82.9950879005493
"77911","Chianti Classico","Italy","Red Blend",88.6102833525226
"78240","Sicilia","Italy","Red Blend",90.7092589951818
"78243","Sicilia","Italy","Shiraz",100.73796101221
"78248","Sicilia","Italy","Red Blend",94.7702954145449
"78328","Etna","Italy","Nerello Mascalese",97.3939701287781
"78334","Veneto","Italy","Red Blend",83.2320282674967
"78336","Puglia","Italy","Aglianico",92.1625806160557
"78337","Salento","Italy","Primitivo",98.6493052451556
"78341","Veneto","Italy","Pinot Noir",85.1086426534446
"78346","Soave","Italy","Garganega",89.3930911442996
"78404","Maremma","Italy","Red Blend",98.760660850945
"78463","Trento","Italy","Sparkling Blend",102.49161887151
"78666","Morellino di Scansano","Italy","Red Blend",95.9599673066292
"78757","Chianti Colli Senesi","Italy","Red Blend",98.0401559448084
"78758","Chianti","Italy","Red Blend",86.2973776672205
"78760","Chianti Rufina","Italy","Red Blend",98.9727056871189
"78865","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",88.520057911582
"78916","Chianti Classico","Italy","Sangiovese",88.4029150385552
"78920","Delle Venezie","Italy","Pinot Grigio",97.2619007835012
"79007","Vino Spumante","Italy","Grillo",87.234876740535
"79033","Moscato d'Asti","Italy","Moscato",94.1930384520309
"79036","Toscana","Italy","Red Blend",87.4947047820192
"79038","Moscato d'Asti","Italy","Moscato",93.9961448456079
"79041","Moscato d'Asti","Italy","Moscato",94.1171896537462
"79132","Emilia-Romagna","Italy","White Blend",94.3524402204404
"79174","Rosso di Montepulciano","Italy","Red Blend",87.9721998594821
"79272","Terre Siciliane","Italy","Rosato",93.8668593398441
"79344","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",90.2114196844315
"79349","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",88.2632941775313
"79350","Soave","Italy","Garganega",89.3833437084459
"79355","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",99.3867774369195
"79356","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",99.7877416552237
"79363","Venezia","Italy","Pinot Grigio",94.7972141428806
"79368","Prosecco","Italy","Glera",87.5871405973676
"79571","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",88.7865750518343
"79572","Valpolicella","Italy","Corvina, Rondinella, Molinara",95.8313929805516
"79575","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",94.5526743536734
"79605","Bardolino Chiaretto","Italy","Red Blend",88.687117241789
"79746","Trento","Italy","Sparkling Blend",89.549542581656
"79763","Valpolicella Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",89.4369353637813
"79764","Valpolicella Ripasso","Italy","Corvina, Rondinella, Molinara",98.5974382334905
"79770","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",101.699093328176
"79824","Bardolino Chiaretto","Italy","Rosato",96.3134870629328
"79837","Terre Siciliane","Italy","Grillo",95.8746785690383
"79842","Toscana","Italy","Vermentino",93.4829733076653
"79845","Verdicchio dei Castelli di Jesi","Italy","Verdicchio",87.4058533450837
"79891","Terre di Chieti","Italy","Pinot Nero",85.1662835624743
"79953","Umbria","Italy","Red Blend",90.992762778333
"79954","Soave Classico","Italy","Garganega",87.8218085572489
"79960","Sicilia","Italy","Syrah",94.3388684691519
"79961","Sicilia","Italy","Cabernet Sauvignon",94.2150723701549
"80010","Colli Orientali del Friuli","Italy","Friulano",103.648287354997
"80023","Alto Adige","Italy","Riesling",93.662796434562
"80182","Alto Adige","Italy","Chardonnay",93.6747144852467
"80184","Soave","Italy","Garganega",88.3987038421693
"80190","Vernaccia di San Gimignano","Italy","Vernaccia",100.643550927648
"80192","Soave","Italy","Garganega",88.8816800885917
"80230","Toscana","Italy","Red Blend",106.753639650263
"80295","Terre Siciliane","Italy","Red Blend",91.3677733923041
"80297","Terre Siciliane","Italy","Rosé",93.9477824344933
"80298","Terre Siciliane","Italy","Nero d'Avola",99.5706916170364
"80367","Lambrusco Grasparossa di Castelvetro","Italy","Lambrusco",89.7113940453859
"80368","Veneto","Italy","Sparkling Blend",90.8267556890534
"80370","Moscato d'Asti","Italy","Moscato",98.5214886179346
"80379","Veneto","Italy","Pinot Grigio",93.2532664475073
"80388","Veneto","Italy","Pinot Grigio",89.6016142329665
"80398","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",94.7181710868225
"80408","Soave Classico","Italy","Garganega",96.3324639105541
"80409","Soave Classico","Italy","Garganega",87.6380568875447
"80410","Soave Classico","Italy","Garganega",102.070415085802
"80416","Soave Classico","Italy","Garganega",92.3769268789152
"80417","Monferrato","Italy","Dolcetto",88.6697368014384
"80463","Lugana","Italy","Turbiana",96.3821977385721
"80484","Etna","Italy","Carricante",94.4428266635086
"80528","Morellino di Scansano","Italy","Red Blend",94.2669055925886
"80565","Chianti Classico","Italy","Red Blend",95.6835434661337
"80589","Maremma Toscana","Italy","Red Blend",86.150630469134
"80634","Sicilia","Italy","Nero d'Avola",97.1304686202861
"80842","Trento","Italy","Chardonnay",92.3850137738726
"80929","Friuli Colli Orientali","Italy","Friulano",91.3377586917573
"80966","Valdobbiadene Prosecco Superiore","Italy","Glera",93.5531094156295
"81072","Puglia","Italy","Moscato",106.700672320819
"81103","Sicilia","Italy","Catarratto",100.122965291397
"81118","Sicilia","Italy","Syrah",94.8885894835379
"81119","Sicilia","Italy","Grillo",97.180092611221
"81120","Sicilia","Italy","Nero d'Avola",89.7807921496114
"81126","Terre Siciliane","Italy","Nero d'Avola",94.8934278229247
"81127","Sicilia","Italy","Red Blend",93.820748828216
"81151","Sicilia","Italy","Nero d'Avola",95.2421374093138
"81156","Sicilia","Italy","White Blend",91.7608379111398
"81162","Sicilia","Italy","Nero d'Avola",89.4647917421788
"81176","Sicilia","Italy","Nero d'Avola",96.2364673033491
"81178","Sicilia","Italy","Grillo",83.3845522404037
"81180","Sicilia","Italy","Red Blend",89.4006618896405
"81228","Valpolicella","Italy","Corvina, Rondinella, Molinara",90.0095824771558
"81230","Valpolicella","Italy","Corvina, Rondinella, Molinara",95.2321626650017
"81242","Aglianico del Vulture","Italy","Aglianico",102.162478571852
"81263","Falanghina del Sannio","Italy","Falanghina",103.166797984744
"81375","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",95.3324728962566
"81439","Frascati Superiore","Italy","White Blend",93.7123685107336
"81449","Friuli Grave","Italy","Cabernet Franc",94.2996238993691
"81480","Valdobbiadene Prosecco Superiore","Italy","Glera",104.395861207442
"81535","Alto Adige","Italy","Schiava",97.5175430349219
"81537","Alto Adige","Italy","Pinot Nero",96.0405490456284
"81538","Alto Adige","Italy","Pinot Nero",96.6728934475783
"81559","Alto Adige","Italy","Pinot Nero",93.6329515894598
"81562","Friuli Grave","Italy","Sauvignon",87.2189035451686
"81598","Sicilia","Italy","Insolia",94.1417616703184
"81599","Sicilia","Italy","Nero d'Avola",88.46512917663
"81600","Terre Siciliane","Italy","White Blend",92.3788759409205
"81609","Sicilia","Italy","Grillo",86.5903287503354
"81706","Toscana","Italy","White Blend",93.8206212164629
"81709","Toscana","Italy","Sangiovese",93.8745703053671
"81721","Toscana","Italy","Tempranillo",99.8925212863682
"81722","Toscana","Italy","Red Blend",92.0423602289217
"81724","Chianti Classico","Italy","Sangiovese",84.212413484743
"81727","Chianti Classico","Italy","Red Blend",97.1704869896176
"81728","Toscana","Italy","Red Blend",96.0475935130584
"81744","Cirò","Italy","Rosato",90.1574254839027
"81760","Basilicata","Italy","Rosato",90.6923581755097
"81792","Orvieto","Italy","White Blend",90.9385922591577
"81797","Chianti","Italy","Red Blend",88.3591950834412
"81803","Morellino di Scansano","Italy","Red Blend",93.1685148644241
"81806","Trebbiano d'Abruzzo","Italy","Trebbiano",91.6434503979129
"81831","Vermentino di Sardegna","Italy","Vermentino",105.860163197845
"82003","Maremma","Italy","Vermentino",94.1673747877981
"82021","Chianti","Italy","Red Blend",95.5446623285944
"82067","Toscana","Italy","Red Blend",91.0406930385125
"82070","Vernaccia di San Gimignano","Italy","Vernaccia",92.2935778935022
"82086","Chianti Colli Senesi","Italy","Red Blend",88.7843064077201
"82093","Chianti Colli Senesi","Italy","Sangiovese",88.8755442393247
"82096","Chianti","Italy","Red Blend",93.33389824031
"82099","Chianti","Italy","Red Blend",86.138942803687
"82186","Vernaccia di San Gimignano","Italy","Vernaccia",92.0225891241426
"82204","Valdobbiadene Prosecco Superiore","Italy","Glera",98.7883259843098
"82211","Prosecco","Italy","Glera",88.8074088758595
"82215","Soave Classico","Italy","Garganega",99.814457851968
"82221","Valdobbiadene Prosecco Superiore","Italy","Glera",96.9384115208518
"82222","Collio","Italy","White Blend",86.9377524930931
"82226","Rosso di Montepulciano","Italy","Red Blend",96.129946532458
"82232","Chianti Classico","Italy","Red Blend",90.1382522338863
"82233","Chianti Classico","Italy","Red Blend",78.6391397430388
"82234","Chianti Classico","Italy","Sangiovese",89.5399927835235
"82236","Chianti Classico","Italy","Sangiovese",94.8861744855131
"82244","Chianti Classico","Italy","Red Blend",92.6683454694215
"82283","Marche","Italy","Passerina",88.3692768153291
"82289","Rosso Conero","Italy","Montepulciano",96.1637615664672
"82297","Rosso Conero","Italy","Montepulciano",103.599524364982
"82298","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",82.757566051796
"82313","Sicilia","Italy","Nero d'Avola",92.1479936944952
"82314","Sicilia","Italy","White Blend",92.3530732474545
"82316","Sicilia","Italy","White Blend",104.9920222073
"82321","Sicilia","Italy","Merlot",82.0890149235646
"82322","Puglia","Italy","Primitivo",91.3034580522167
